product_id,product_name,category,price
P07317,Levi's 501 Jeans,Apparel,47801.35
P06905,USB-C Hub 7-in-1,Electronics,14568.11
P04092,Dove Shampoo 700ml,Beauty,6396.24
P10580,Indomie Noodles (Carton),Food & Beverage,6560.13
P00389,Glucometer Kit,Health,27270.83
P08565,Adidas Running Shorts,Apparel,19136.92
P10350,Samsung Galaxy A54,Electronics,276113.96
P09941,Olay Regenerist Cream,Beauty,16624.07
P08130,Indomie Noodles (Carton),Food & Beverage,8427.93
P05397,Football (Adidas),Sports,19452.06
P07985,Protein Powder 2kg,Health,33844.31
P02990,Nivea Body Lotion,Beauty,5099.92
P08495,Yoga Mat,Sports,7397.19
P00532,Jollof Rice Seasoning Pack,Food & Beverage,2190.72
P03898,Office Chair (Executive),Furniture,88142.41
P03017,Levi's 501 Jeans,Apparel,44702.72
P02773,Wristwatch (Casio),Fashion,41743.36
P07345,Yoga Mat,Sports,9540.59
P08751,iPhone 14 Pro,Electronics,920614.79
P06772,Men's Leather Wallet,Fashion,16639.16
P07971,Women's Handbag,Fashion,30113.41
P07292,Dove Shampoo 700ml,Beauty,5527.09
P07061,Adidas Ultraboost,Footwear,88338.76
P09388,First Aid Kit,Health,9528.95
P00140,Nivea Body Lotion,Beauty,5073.35
P09199,Children's Backpack,Accessories,10331.37
P08914,Clarks Loafers,Footwear,50492.85
P09523,Wristwatch (Casio),Fashion,39989.15
P06360,Nike Air Max,Footwear,64647.62
P06960,Nike Air Max,Footwear,72735.78
P03134,Ribena Blackcurrant 1L,Food & Beverage,3329.25
P08541,Olay Regenerist Cream,Beauty,19734.22
P07360,Nike Air Max,Footwear,60887.56
P07472,Men's Leather Wallet,Fashion,13758.59
P02824,Sunglasses (Ray-Ban),Fashion,58740.71
P07626,Blender (Binatone),Kitchen,34190.7
P07147,Football (Adidas),Sports,18371.9
P09811,Adidas Ultraboost,Footwear,85708.73
P00620,Ankara Fabric (5 yards),Fashion,10998.32
P02113,Timberland Boots,Footwear,102123.18
P00015,Adidas Running Shorts,Apparel,18753.92
P06319,Nike Tracksuit,Apparel,60921.0
P05351,iPhone 14 Pro,Electronics,772648.56
P05214,Clarks Loafers,Footwear,48410.89
P06291,Olay Regenerist Cream,Beauty,17558.46
P05557,Portable Power Bank 20000mAh,Electronics,20555.17
P08821,Women's Handbag,Fashion,26474.02
P03602,HP Laptop 15,Electronics,489697.28
P04465,Adidas Running Shorts,Apparel,17763.79
P03801,iPhone 14 Pro,Electronics,847593.4
P01454,Canon DSLR Camera,Electronics,620713.47
P06118,Zara Casual Shirt,Apparel,
P05405,USB-C Hub 7-in-1,Electronics,16915.33
P03717,Levi's 501 Jeans,Apparel,47902.82
P00545,Yoga Mat,Sports,9396.85
P03853,LG 43-inch TV,Electronics,313992.79
P01531,Golden Penny Semovita 5kg,Food & Beverage,3712.61
P02143,Black Opal Foundation,Beauty,14690.88
P04641,Olay Regenerist Cream,Beauty,20986.63
P08897,Football (Adidas),Sports,15444.66
P09274,Sunglasses (Ray-Ban),Fashion,53211.5
P08578,Microwave Oven,Kitchen,93258.84
P03227,Pressure Cooker 5L,Kitchen,33899.46
P06177,Pressure Cooker 5L,Kitchen,35435.22
P01799,Children's Backpack,Accessories,9957.75
P06535,Protein Powder 2kg,Health,33303.95
P07585,Protein Powder 2kg,Health,34093.84
P01997,Football (Adidas),Sports,20663.88
P00999,Children's Backpack,Accessories,9069.21
P04901,iPhone 14 Pro,Electronics,894194.35
P08027,Pressure Cooker 5L,Kitchen,39828.69
P08171,Women's Handbag,Fashion,29516.08
P03447,Football (Adidas),Sports,18217.99
P08770,Ankara Fabric (5 yards),Fashion,10713.34
P07110,Nike Air Max,Footwear,59002.67
P01803,LG 43-inch TV,Electronics,312102.4
P01167,Levi's 501 Jeans,Apparel,49232.16
P08042,Dove Shampoo 700ml,Beauty,6072.8
P00539,Glucometer Kit,Health,29040.14
P02958,Smart Watch,Electronics,83000.43
P03767,Levi's 501 Jeans,Apparel,49636.2
P08098,Office Chair (Executive),Furniture,73406.97
P07364,Clarks Loafers,Footwear,60065.72
P01126,Blender (Binatone),Kitchen,36190.7
P05807,Portable Power Bank 20000mAh,Electronics,19817.99
P02932,Jollof Rice Seasoning Pack,Food & Beverage,2555.44
P10065,Adidas Running Shorts,Apparel,17781.1
P08508,Smart Watch,Electronics,71227.1
P03558,Smart Watch,Electronics,65311.26
P07543,Black Opal Foundation,Beauty,12683.64
P05565,Adidas Running Shorts,Apparel,20041.01
P02777,Pressure Cooker 5L,Kitchen,40027.41
P00194,Perfume (Hugo Boss),Beauty,81223.33
P08798,Office Chair (Executive),Furniture,94846.34
P02138,First Aid Kit,Health,7656.49
P10222,Men's Leather Wallet,Fashion,16444.8
P06966,Polo Ralph Lauren T-Shirt,Apparel,32385.57
P05227,Pressure Cooker 5L,Kitchen,35622.22
P01503,LG 43-inch TV,Electronics,274996.92
P08409,Bluetooth Speaker,Electronics,31437.14
P10217,Levi's 501 Jeans,Apparel,49512.94
P01003,LG 43-inch TV,Electronics,261204.76
P00530,Indomie Noodles (Carton),Food & Beverage,8413.24
P00150,Samsung Galaxy A54,Electronics,331976.79
P09264,Clarks Loafers,Footwear,61554.44
P02684,Ribena Blackcurrant 1L,Food & Beverage,3222.4
P07693,Black Opal Foundation,Beauty,11938.46
P06977,Pressure Cooker 5L,Kitchen,35117.34
P03381,Golden Penny Semovita 5kg,Food & Beverage,4121.59
P03171,Women's Handbag,Fashion,29786.64
P02324,Sunglasses (Ray-Ban),Fashion,55024.02
P04857,Portable Power Bank 20000mAh,Electronics,16948.43
P05342,Dove Shampoo 700ml,Beauty,5544.92
P08384,Ribena Blackcurrant 1L,Food & Beverage,2790.74
P03262,Puma Training Shoes,Footwear,51661.2
P06904,Canon DSLR Camera,Electronics,594044.28
P09712,Puma Training Shoes,Footwear,49669.6
P02775,Tefal Non-Stick Pan,Kitchen,25241.43
P06577,Pressure Cooker 5L,Kitchen,
P02242,Dove Shampoo 700ml,Beauty,5572.71
P00164,Clarks Loafers,Footwear,49188.37
P03774,Sunglasses (Ray-Ban),Fashion,47824.67
P06946,Dumbbells Set 20kg,Sports,31379.51
P01858,Smart Watch,Electronics,80740.24
P09372,Men's Leather Wallet,Fashion,16804.07
P04745,Yoga Mat,Sports,9195.94
P02867,Levi's 501 Jeans,Apparel,39007.55
P02730,Indomie Noodles (Carton),Food & Beverage,6774.22
P01739,Glucometer Kit,Health,29445.48
P00990,Nivea Body Lotion,Beauty,3970.71
P04784,Ribena Blackcurrant 1L,Food & Beverage,3369.06
P02910,Nike Air Max,Footwear,70968.26
P01825,Tefal Non-Stick Pan,Kitchen,24607.27
P05249,Children's Backpack,Accessories,8279.3
P09079,Electric Kettle,Kitchen,10761.26
P03600,Samsung Galaxy A54,Electronics,364197.16
P06024,Sunglasses (Ray-Ban),Fashion,55358.44
P03026,Blender (Binatone),Kitchen,30175.82
P00092,Dove Shampoo 700ml,Beauty,7008.5
P09505,USB-C Hub 7-in-1,Electronics,14445.98
P02166,Polo Ralph Lauren T-Shirt,Apparel,28046.35
P05781,Golden Penny Semovita 5kg,Food & Beverage,4438.14
P08536,Multivitamin Tablets (60ct),Health,13375.44
P09742,Dove Shampoo 700ml,Beauty,6018.63
P01811,Adidas Ultraboost,Footwear,86213.13
P09774,Sunglasses (Ray-Ban),Fashion,59216.04
P09520,Ankara Fabric (5 yards),Fashion,13200.65
P00038,First Aid Kit,Health,8131.48
P09478,Microwave Oven,Kitchen,104244.81
P05393,Black Opal Foundation,Beauty,15547.89
P00741,Olay Regenerist Cream,Beauty,16931.92
P06820,Ankara Fabric (5 yards),Fashion,13035.39
P05430,Indomie Noodles (Carton),Food & Beverage,6546.51
P09915,Adidas Running Shorts,Apparel,17162.53
P09853,LG 43-inch TV,Electronics,263390.59
P04506,Wireless Earbuds,Electronics,19239.51
P05883,Nestle Milo 900g,Food & Beverage,7813.77
P00630,Indomie Noodles (Carton),Food & Beverage,6427.07
P08370,Ankara Fabric (5 yards),Fashion,12669.69
P06706,Wireless Earbuds,Electronics,20966.11
P05299,Children's Backpack,Accessories,9188.76
P04755,USB-C Hub 7-in-1,Electronics,16599.21
P03328,Microwave Oven,Kitchen,93881.17
P01375,Tefal Non-Stick Pan,Kitchen,21676.63
P03466,Polo Ralph Lauren T-Shirt,Apparel,35082.34
P01144,Perfume (Hugo Boss),Beauty,82823.89
P02924,Sunglasses (Ray-Ban),Fashion,47857.31
P04273,Wristwatch (Casio),Fashion,37888.17
P08774,Sunglasses (Ray-Ban),Fashion,51734.44
P06372,Men's Leather Wallet,Fashion,13951.71
P02900,Samsung Galaxy A54,Electronics,293857.5
P04301,iPhone 14 Pro,Electronics,944009.59
P08258,Smart Watch,Electronics,85370.72
P10465,Adidas Running Shorts,Apparel,16761.9
P03077,Pressure Cooker 5L,Kitchen,40536.76
P09697,Football (Adidas),Sports,18237.45
P06208,Smart Watch,Electronics,77417.12
P10033,Nestle Milo 900g,Food & Beverage,7849.45
P07440,Nivea Body Lotion,Beauty,5086.1
P02045,Yoga Mat,Sports,8437.43
P05516,Polo Ralph Lauren T-Shirt,Apparel,31286.15
P07401,iPhone 14 Pro,Electronics,728215.36
P01466,Polo Ralph Lauren T-Shirt,Apparel,29696.97
P10142,Dove Shampoo 700ml,Beauty,6955.01
P10253,LG 43-inch TV,Electronics,248209.18
P07924,Sunglasses (Ray-Ban),Fashion,48680.05
P05966,Polo Ralph Lauren T-Shirt,Apparel,29840.76
P07811,Adidas Ultraboost,Footwear,74574.95
P05976,Blender (Binatone),Kitchen,30177.21
P06722,Men's Leather Wallet,Fashion,17032.33
P02593,Black Opal Foundation,Beauty,15275.49
P05906,Wireless Earbuds,Electronics,22308.39
P00507,Portable Power Bank 20000mAh,Electronics,17428.66
P10302,HP Laptop 15,Electronics,394696.92
P10356,Wireless Earbuds,Electronics,
P10244,Perfume (Hugo Boss),Beauty,64215.02
P02307,Portable Power Bank 20000mAh,Electronics,17491.88
P03477,Pressure Cooker 5L,Kitchen,39713.16
P06451,iPhone 14 Pro,Electronics,774179.94
P04790,Nivea Body Lotion,Beauty,4887.31
P03005,USB-C Hub 7-in-1,Electronics,15352.37
P10607,Portable Power Bank 20000mAh,Electronics,19565.83
P05521,Women's Handbag,Fashion,32186.59
P03756,Wireless Earbuds,Electronics,24650.31
P06017,Levi's 501 Jeans,Apparel,43646.07
P02158,Smart Watch,Electronics,84924.52
P09030,Indomie Noodles (Carton),Food & Beverage,7243.76
P05590,Nivea Body Lotion,Beauty,3995.99
P03557,Portable Power Bank 20000mAh,Electronics,17805.34
P09266,Polo Ralph Lauren T-Shirt,Apparel,28223.71
P03859,Bluetooth Speaker,Electronics,39094.21
P03841,Olay Regenerist Cream,Beauty,19772.65
P07136,Multivitamin Tablets (60ct),Health,10897.15
P06141,Olay Regenerist Cream,Beauty,17577.88
P10312,Puma Training Shoes,Footwear,45941.78
P04955,USB-C Hub 7-in-1,Electronics,13876.76
P08300,Samsung Galaxy A54,Electronics,289495.12
P09339,Glucometer Kit,Health,26475.71
P01197,Football (Adidas),Sports,19538.79
P00096,Dumbbells Set 20kg,Sports,39605.28
P03436,Multivitamin Tablets (60ct),Health,12271.64
P08255,USB-C Hub 7-in-1,Electronics,14770.44
P10521,Women's Handbag,Fashion,27237.87
P07184,Ribena Blackcurrant 1L,Food & Beverage,2844.79
P09820,Ankara Fabric (5 yards),Fashion,11182.18
P00161,Adidas Ultraboost,Footwear,89186.36
P08936,Multivitamin Tablets (60ct),Health,11600.72
P02399,Children's Backpack,Accessories,9348.29
P01427,Pressure Cooker 5L,Kitchen,43302.1
P07520,Ankara Fabric (5 yards),Fashion,12097.95
P03201,iPhone 14 Pro,Electronics,941529.91
P07341,Olay Regenerist Cream,Beauty,18025.9
P08081,Golden Penny Semovita 5kg,Food & Beverage,3775.03
P03487,Blood Pressure Monitor,Health,38622.29
P00100,Samsung Galaxy A54,Electronics,347999.43
P10082,Jollof Rice Seasoning Pack,Food & Beverage,2261.66
P05446,Dumbbells Set 20kg,Sports,34803.04
P09293,Black Opal Foundation,Beauty,15825.11
P02558,Smart Watch,Electronics,77468.39
P03978,Microwave Oven,Kitchen,107156.54
P03779,Electric Kettle,Kitchen,11831.21
P05197,Football (Adidas),Sports,20583.14
P01415,Adidas Running Shorts,Apparel,19214.52
P10606,Wireless Earbuds,Electronics,20976.65
P06622,Men's Leather Wallet,Fashion,13808.76
P02818,Zara Casual Shirt,Apparel,25721.28
P00896,Dumbbells Set 20kg,Sports,31604.77
P04189,Glucometer Kit,Health,31455.6
P07588,First Aid Kit,Health,7802.51
P03237,Blood Pressure Monitor,Health,41605.74
P05879,Electric Kettle,Kitchen,11132.07
P06512,Puma Training Shoes,Footwear,52617.14
P04526,Blender (Binatone),Kitchen,32739.39
P10794,Perfume (Hugo Boss),Beauty,72549.35
P09740,Nivea Body Lotion,Beauty,4920.29
P02742,Dove Shampoo 700ml,Beauty,6686.73
P08264,Clarks Loafers,Footwear,62209.14
P01227,Pressure Cooker 5L,Kitchen,33501.92
P06766,Polo Ralph Lauren T-Shirt,Apparel,31494.34
P03764,Clarks Loafers,Footwear,58649.49
P03596,Dumbbells Set 20kg,Sports,36771.4
P05969,Nike Tracksuit,Apparel,54986.73
P00603,LG 43-inch TV,Electronics,265081.99
P02994,Perfume (Hugo Boss),Beauty,83269.49
P07628,Microwave Oven,Kitchen,97736.19
P00833,Nestle Milo 900g,Food & Beverage,8754.34
P03410,Nike Air Max,Footwear,74179.53
P04958,Smart Watch,Electronics,67103.16
P09632,Jollof Rice Seasoning Pack,Food & Beverage,2416.2
P01073,Wristwatch (Casio),Fashion,35152.51
P02161,Adidas Ultraboost,Footwear,69054.52
P06747,Football (Adidas),Sports,16574.5
P05099,Children's Backpack,Accessories,9744.02
P06514,Clarks Loafers,Footwear,49759.47
P04701,iPhone 14 Pro,Electronics,863523.3
P04382,Jollof Rice Seasoning Pack,Food & Beverage,2248.94
P04665,Adidas Running Shorts,Apparel,16613.45
P02355,USB-C Hub 7-in-1,Electronics,15838.34
P09319,Nike Tracksuit,Apparel,62970.34
P07740,Nivea Body Lotion,Beauty,4794.68
P09629,Electric Kettle,Kitchen,13764.39
P04456,Wireless Earbuds,Electronics,24213.59
P02190,Nivea Body Lotion,Beauty,
P02998,Office Chair (Executive),Furniture,83432.94
P05826,Blender (Binatone),Kitchen,31747.81
P09288,First Aid Kit,Health,7707.34
P05483,Nestle Milo 900g,Food & Beverage,9945.22
P02881,Golden Penny Semovita 5kg,Food & Beverage,4277.91
P00346,Dumbbells Set 20kg,Sports,37234.01
P00624,Sunglasses (Ray-Ban),Fashion,60067.11
P02067,Levi's 501 Jeans,Apparel,41999.45
P08155,USB-C Hub 7-in-1,Electronics,17164.75
P08345,Yoga Mat,Sports,9064.49
P03749,Children's Backpack,Accessories,8199.71
P06087,Blood Pressure Monitor,Health,51341.38
P05304,Canon DSLR Camera,Electronics,531777.25
P05037,Blood Pressure Monitor,Health,49616.27
P09581,Golden Penny Semovita 5kg,Food & Beverage,3787.17
P06672,Men's Leather Wallet,Fashion,16252.71
P05504,Canon DSLR Camera,Electronics,593910.65
P01743,Black Opal Foundation,Beauty,12061.1
P05338,First Aid Kit,Health,7491.72
P03563,Timberland Boots,Footwear,108559.57
P03462,Puma Training Shoes,Footwear,44080.67
P09816,Polo Ralph Lauren T-Shirt,Apparel,32628.84
P09059,Bluetooth Speaker,Electronics,38267.64
P09525,Tefal Non-Stick Pan,Kitchen,28168.36
P09046,Dumbbells Set 20kg,Sports,33214.46
P04055,USB-C Hub 7-in-1,Electronics,15339.45
P09468,Zara Casual Shirt,Apparel,26711.91
P08605,USB-C Hub 7-in-1,Electronics,15827.04
P05703,LG 43-inch TV,Electronics,300697.85
P08328,Microwave Oven,Kitchen,86200.99
P09709,Bluetooth Speaker,Electronics,36985.68
P04563,Timberland Boots,Footwear,89407.92
P10661,Adidas Ultraboost,Footwear,85806.37
P10315,Adidas Running Shorts,Apparel,17351.09
P00056,Wireless Earbuds,Electronics,20045.86
P02952,HP Laptop 15,Electronics,422164.86
P03565,Adidas Running Shorts,Apparel,18989.18
P02796,Dumbbells Set 20kg,Sports,30891.47
P04691,Olay Regenerist Cream,Beauty,17408.56
P05832,Jollof Rice Seasoning Pack,Food & Beverage,2206.39
P05042,Dove Shampoo 700ml,Beauty,5314.41
P05348,Office Chair (Executive),Furniture,85732.75
P07501,iPhone 14 Pro,Electronics,870399.34
P10490,Nivea Body Lotion,Beauty,4896.16
P01998,Office Chair (Executive),Furniture,72392.86
P08653,LG 43-inch TV,Electronics,303790.7
P03562,Puma Training Shoes,Footwear,48507.08
P01124,Sunglasses (Ray-Ban),Fashion,57115.95
P05809,Bluetooth Speaker,Electronics,31806.49
P05899,Children's Backpack,Accessories,10363.18
P05851,iPhone 14 Pro,Electronics,858376.18
P06482,Jollof Rice Seasoning Pack,Food & Beverage,2625.91
P00753,LG 43-inch TV,Electronics,242171.42
P03151,iPhone 14 Pro,Electronics,853695.18
P06484,Ribena Blackcurrant 1L,Food & Beverage,2974.01
P03195,Yoga Mat,Sports,8993.92
P06782,Jollof Rice Seasoning Pack,Food & Beverage,2647.06
P01934,Ribena Blackcurrant 1L,Food & Beverage,3430.89
P05979,Electric Kettle,Kitchen,13361.0
P08660,Nike Air Max,Footwear,70269.1
P06047,Football (Adidas),Sports,16869.3
P05670,Ankara Fabric (5 yards),Fashion,11688.26
P03743,Black Opal Foundation,Beauty,15130.33
P10124,Sunglasses (Ray-Ban),Fashion,60174.94
P06206,Wireless Earbuds,Electronics,21084.73
P10595,Yoga Mat,Sports,8030.31
P00155,USB-C Hub 7-in-1,Electronics,14411.01
P08580,Indomie Noodles (Carton),Food & Beverage,8468.33
P09424,Sunglasses (Ray-Ban),Fashion,57245.03
P09485,Protein Powder 2kg,Health,39952.06
P04008,Smart Watch,Electronics,69216.62
P10011,Adidas Ultraboost,Footwear,68438.87
P10572,Men's Leather Wallet,Fashion,13342.85
P04516,Polo Ralph Lauren T-Shirt,Apparel,29377.11
P04180,Indomie Noodles (Carton),Food & Beverage,7446.42
P00063,Timberland Boots,Footwear,84977.52
P05445,Yoga Mat,Sports,8527.49
P03250,Samsung Galaxy A54,Electronics,333128.63
P09086,Multivitamin Tablets (60ct),Health,13072.4
P06275,Tefal Non-Stick Pan,Kitchen,27103.89
P06731,Golden Penny Semovita 5kg,Food & Beverage,3932.0
P04817,Levi's 501 Jeans,Apparel,39929.8
P00120,Ankara Fabric (5 yards),Fashion,11695.02
P01833,Nestle Milo 900g,Food & Beverage,7821.13
P03435,Protein Powder 2kg,Health,33945.98
P01446,Dumbbells Set 20kg,Sports,32506.59
P01405,USB-C Hub 7-in-1,Electronics,14598.75
P03770,Ankara Fabric (5 yards),Fashion,10779.95
P07409,Bluetooth Speaker,Electronics,30491.4
P04441,Olay Regenerist Cream,Beauty,15969.39
P06256,Wireless Earbuds,Electronics,19013.44
P09503,LG 43-inch TV,Electronics,
P10781,Golden Penny Semovita 5kg,Food & Beverage,3590.2
P07661,Adidas Ultraboost,Footwear,70086.81
P08929,Electric Kettle,Kitchen,11937.53
P04633,Nestle Milo 900g,Food & Beverage,8474.54
P06378,Microwave Oven,Kitchen,98592.18
P06338,First Aid Kit,Health,9673.05
P02504,Canon DSLR Camera,Electronics,570503.75
P04292,Dove Shampoo 700ml,Beauty,5385.6
P10566,Polo Ralph Lauren T-Shirt,Apparel,36639.2
P06481,Golden Penny Semovita 5kg,Food & Beverage,3663.66
P10748,Office Chair (Executive),Furniture,74421.66
P06944,Perfume (Hugo Boss),Beauty,64408.5
P08423,Wristwatch (Casio),Fashion,40872.19
P06095,Yoga Mat,Sports,9282.1
P05653,LG 43-inch TV,Electronics,310051.52
P10407,Portable Power Bank 20000mAh,Electronics,16389.99
P00868,Zara Casual Shirt,Apparel,27353.99
P05172,Men's Leather Wallet,Fashion,16634.07
P04077,Pressure Cooker 5L,Kitchen,33002.46
P10705,USB-C Hub 7-in-1,Electronics,12761.93
P09730,Indomie Noodles (Carton),Food & Beverage,8151.61
P01297,Football (Adidas),Sports,18185.89
P05679,Electric Kettle,Kitchen,11929.41
P01032,Jollof Rice Seasoning Pack,Food & Beverage,2750.58
P00883,Nestle Milo 900g,Food & Beverage,8932.8
P08781,Golden Penny Semovita 5kg,Food & Beverage,3871.89
P02669,Nike Tracksuit,Apparel,56939.28
P00934,Ribena Blackcurrant 1L,Food & Beverage,3157.01
P06537,Blood Pressure Monitor,Health,44320.18
P10282,Jollof Rice Seasoning Pack,Food & Beverage,2721.31
P03834,Ribena Blackcurrant 1L,Food & Beverage,3358.76
P06561,Adidas Ultraboost,Footwear,74473.71
P07957,Portable Power Bank 20000mAh,Electronics,20070.86
P03915,Adidas Running Shorts,Apparel,16818.67
P06964,Clarks Loafers,Footwear,59774.3
P05084,Ribena Blackcurrant 1L,Food & Beverage,2730.61
P07457,Portable Power Bank 20000mAh,Electronics,18993.07
P02909,Bluetooth Speaker,Electronics,34236.97
P10246,Dumbbells Set 20kg,Sports,39842.44
P01290,Nivea Body Lotion,Beauty,4216.36
P06277,Pressure Cooker 5L,Kitchen,38600.76
P07000,Samsung Galaxy A54,Electronics,292566.77
P02689,Glucometer Kit,Health,27849.24
P00286,Multivitamin Tablets (60ct),Health,11407.7
P03217,Levi's 501 Jeans,Apparel,47990.89
P01532,Jollof Rice Seasoning Pack,Food & Beverage,2183.09
P05274,Sunglasses (Ray-Ban),Fashion,50224.03
P00443,Black Opal Foundation,Beauty,12495.3
P00749,Children's Backpack,Accessories,10019.08
P02119,Nike Tracksuit,Apparel,65967.57
P07242,Dove Shampoo 700ml,Beauty,5469.77
P00548,Office Chair (Executive),Furniture,86315.49
P01170,Ankara Fabric (5 yards),Fashion,10632.46
P08418,Zara Casual Shirt,Apparel,27658.78
P07967,Levi's 501 Jeans,Apparel,38299.27
P07272,Men's Leather Wallet,Fashion,15432.72
P07428,Microwave Oven,Kitchen,96142.71
P10662,Puma Training Shoes,Footwear,52110.09
P05693,Black Opal Foundation,Beauty,15883.76
P05773,Wristwatch (Casio),Fashion,36840.51
P01403,LG 43-inch TV,Electronics,246767.77
P02601,iPhone 14 Pro,Electronics,896416.02
P05102,HP Laptop 15,Electronics,441010.1
P03282,Jollof Rice Seasoning Pack,Food & Beverage,2762.47
P07273,Wristwatch (Casio),Fashion,39954.09
P07696,Dumbbells Set 20kg,Sports,38733.54
P02616,Polo Ralph Lauren T-Shirt,Apparel,27773.95
P07416,Polo Ralph Lauren T-Shirt,Apparel,36289.31
P05868,Zara Casual Shirt,Apparel,24768.92
P00347,Football (Adidas),Sports,18987.52
P03693,Black Opal Foundation,Beauty,15737.69
P10736,Multivitamin Tablets (60ct),Health,12348.21
P03248,Office Chair (Executive),Furniture,79274.49
P05997,Football (Adidas),Sports,19630.77
P01666,Polo Ralph Lauren T-Shirt,Apparel,30276.19
P06424,Sunglasses (Ray-Ban),Fashion,53197.18
P10177,Pressure Cooker 5L,Kitchen,40795.19
P09684,Ribena Blackcurrant 1L,Food & Beverage,3425.94
P06028,Microwave Oven,Kitchen,89231.22
P04756,Wireless Earbuds,Electronics,21801.42
P01098,Office Chair (Executive),Furniture,89337.02
P05350,Samsung Galaxy A54,Electronics,360951.51
P09654,Canon DSLR Camera,Electronics,620976.73
P04278,Microwave Oven,Kitchen,101089.43
P07928,Microwave Oven,Kitchen,82546.38
P06008,Smart Watch,Electronics,78234.99
P04338,First Aid Kit,Health,7902.4
P02232,Jollof Rice Seasoning Pack,Food & Beverage,2366.78
P00055,USB-C Hub 7-in-1,Electronics,14209.18
P02790,Nivea Body Lotion,Beauty,3952.67
P01814,Clarks Loafers,Footwear,52082.67
P04314,Clarks Loafers,Footwear,52021.07
P03594,Perfume (Hugo Boss),Beauty,81391.41
